Avg5, Avg30, Avg100, Avg200
5862, 5498, 4780, 5349
5851, 5523, 4792, 5341
5788, 5541, 4804, 5334
5743, 5559, 4815, 5327
5766, 5594, 4833, 5322
5872, 5643, 4855, 5318
6039, 5690, 4879, 5315
6230, 5733, 4903, 5314
6428, 5775, 4924, 5314
6539, 5814, 4945, 5312
6572, 5856, 4964, 5312
6553, 5898, 4982, 5309
6539, 5940, 5002, 5307
6481, 5974, 5020, 5302
6462, 6006, 5038, 5298
6454, 6041, 5057, 5295
6504, 6080, 5077, 5294
6549, 6117, 5098, 5292
6619, 6158, 5119, 5291
6662, 6190, 5142, 5290
6695, 6220, 5166, 5289
6686, 6247, 5188, 5288
6733, 6283, 5214, 5288
6789, 6319, 5239, 5287
6834, 6350, 5263, 5286
6869, 6387, 5287, 5284
6896, 6421, 5308, 5282
6868, 6451, 5329, 5279
6844, 6484, 5349, 5276
6789, 6509, 5371, 5273
6692, 6526, 5391, 5271
6627, 6551, 5412, 5268
6572, 6582, 5433, 5266
6493, 6609, 5452, 5263
6406, 6615, 5469, 5260
6365, 6608, 5489, 5256
6314, 6597, 5508, 5253
6229, 6582, 5525, 5248
6169, 6566, 5543, 5243
6169, 6554, 5562, 5239
6142, 6536, 5581, 5235
6163, 6532, 5602, 5233
6223, 6529, 5623, 5232
6273, 6531, 5644, 5232
6301, 6527, 5664, 5233
6363, 6521, 5684, 5231
6405, 6515, 5704, 5232
6445, 6512, 5725, 5232
6487, 6509, 5746, 5234
6536, 6506, 5767, 5236
6592, 6504, 5788, 5239
6614, 6503, 5809, 5244
6641, 6496, 5831, 5249
6671, 6490, 5853, 5255
6648, 6475, 5873, 5258
6631, 6464, 5896, 5260
6658, 6463, 5919, 5263
6655, 6461, 5942, 5266
6655, 6458, 5965, 5270
6733, 6465, 5989, 5275
6792, 6481, 6013, 5281
6816, 6495, 6038, 5287
6851, 6507, 6063, 5294
6879, 6522, 6087, 5300
6900, 6548, 6111, 5308
6942, 6577, 6135, 5316
6972, 6605, 6159, 5326
6988, 6634, 6183, 5335
7015, 6663, 6205, 5345
7018, 6689, 6228, 5354
6978, 6716, 6247, 5362
6925, 6731, 6265, 5371
6893, 6745, 6283, 5381
6850, 6759, 6300, 5391
6833, 6778, 6320, 5401
6824, 6793, 6338, 5412
6872, 6809, 6357, 5425
6924, 6825, 6375, 5438
6944, 6836, 6391, 5453
6929, 6843, 6405, 5465
6920, 6848, 6420, 5478
6856, 6850, 6435, 5488
6762, 6845, 6449, 5497
6741, 6847, 6464, 5506
6729, 6857, 6476, 5515
6711, 6861, 6488, 5524
6701, 6857, 6499, 5535
6734, 6859, 6511, 5545
6723, 6859, 6524, 5556
6777, 6864, 6537, 5569
6841, 6869, 6549, 5581
6931, 6876, 6562, 5595
7011, 6885, 6575, 5609
7104, 6896, 6588, 5623
7162, 6908, 6601, 5639
7208, 6914, 6616, 5654
7261, 6924, 6632, 5671
7301, 6937, 6647, 5687
7307, 6945, 6661, 5703
7315, 6957, 6675, 5719
7353, 6976, 6691, 5735
7374, 6999, 6708, 5750
7397, 7021, 6727, 5765
7440, 7043, 6746, 5780
7459, 7062, 6760, 5796
7440, 7079, 6769, 5812
7405, 7088, 6777, 5828
7380, 7097, 6785, 5844
7342, 7109, 6791, 5858
7333, 7129, 6800, 5872
7362, 7152, 6809, 5886
7410, 7180, 6819, 5901
7413, 7206, 6828, 5915
7436, 7225, 6839, 5929
7456, 7250, 6849, 5944
7475, 7280, 6860, 5958
7464, 7308, 6867, 5972
7504, 7334, 6876, 5987
7540, 7361, 6885, 6002
7551, 7379, 6894, 6018
7573, 7402, 6904, 6035
7619, 7422, 6914, 6051
7648, 7440, 6922, 6068
7683, 7458, 6930, 6085
7721, 7472, 6938, 6101
7723, 7487, 6946, 6116
7695, 7495, 6954, 6131
7676, 7503, 6962, 6145
7654, 7516, 6970, 6160
7632, 7525, 6980, 6176
7592, 7527, 6991, 6191
7542, 7523, 7000, 6206
7480, 7517, 7008, 6220
7407, 7510, 7016, 6234
7333, 7504, 7027, 6248
7319, 7507, 7039, 6264
7337, 7511, 7051, 6279
7375, 7516, 7065, 6295
7429, 7525, 7079, 6311
7492, 7531, 7093, 6328
7541, 7537, 7109, 6345
7596, 7542, 7123, 6362
7635, 7553, 7135, 6379
7686, 7567, 7150, 6397
7716, 7574, 7163, 6414
7737, 7581, 7178, 6431
7740, 7588, 7189, 6447
7740, 7592, 7200, 6463
7717, 7596, 7211, 6478
7710, 7601, 7222, 6495
7707, 7603, 7233, 6511
7716, 7604, 7244, 6527
7670, 7596, 7252, 6541
7643, 7589, 7260, 6556
7631, 7585, 7271, 6572
7613, 7585, 7282, 6589
7604, 7589, 7292, 6605
7634, 7589, 7301, 6621
7674, 7593, 7311, 6638
7697, 7596, 7320, 6654
7718, 7606, 7329, 6671
7707, 7616, 7336, 6687
7747, 7633, 7345, 6704
7762, 7652, 7355, 6721
7770, 7669, 7363, 6737
7762, 7680, 7370, 6753
7773, 7689, 7376, 6768
7755, 7697, 7384, 6783
7739, 7703, 7391, 6798
7745, 7711, 7399, 6814
7768, 7718, 7409, 6828
7821, 7727, 7421, 6843
7877, 7737, 7433, 6858
7935, 7745, 7445, 6873
7981, 7756, 7457, 6888
8026, 7766, 7469, 6904
8076, 7783, 7481, 6919
8113, 7799, 7492, 6934
8139, 7815, 7505, 6948
8192, 7836, 7520, 6963
8225, 7852, 7535, 6977
8240, 7870, 7551, 6993
8272, 7899, 7568, 7008
8298, 7924, 7583, 7023
8277, 7944, 7597, 7037
8285, 7964, 7613, 7051
8303, 7986, 7631, 7065
8309, 8012, 7647, 7079
8301, 8029, 7662, 7093
8301, 8044, 7674, 7105
8268, 8056, 7685, 7117
8173, 8064, 7693, 7127
8073, 8066, 7700, 7137
7930, 8057, 7703, 7146
7794, 8048, 7705, 7153
7707, 8046, 7710, 7163
7644, 8043, 7712, 7172
7576, 8036, 7713, 7180
7539, 8024, 7715, 7188
7532, 8013, 7716, 7196
7494, 8001, 7717, 7204
7418, 7976, 7714, 7211
7347, 7948, 7711, 7219
7304, 7919, 7708, 7227
7267, 7894, 7706, 7233
7250, 7871, 7707, 7238
7321, 7850, 7710, 7243
7397, 7829, 7712, 7248
7461, 7806, 7714, 7253
7472, 7774, 7713, 7257
7464, 7745, 7712, 7260
7468, 7721, 7713, 7266
7481, 7697, 7715, 7272
7507, 7674, 7717, 7278
7539, 7651, 7718, 7283
7594, 7629, 7718, 7289
7630, 7609, 7721, 7294
7663, 7589, 7723, 7300
7694, 7573, 7725, 7305
7740, 7557, 7727, 7310
7759, 7545, 7728, 7316
7739, 7537, 7727, 7321
7727, 7532, 7727, 7324
7742, 7541, 7728, 7329
7760, 7552, 7729, 7334
7783, 7557, 7731, 7338
7812, 7565, 7733, 7343
7833, 7574, 7735, 7349
7827, 7589, 7737, 7353
7818, 7599, 7738, 7359
7822, 7612, 7742, 7367
7853, 7637, 7748, 7374
7884, 7664, 7755, 7381
7902, 7689, 7761, 7389
7947, 7713, 7769, 7398
7977, 7733, 7775, 7407
8005, 7751, 7782, 7416
8038, 7771, 7788, 7427
8073, 7791, 7794, 7436
8088, 7815, 7799, 7446
8106, 7840, 7803, 7456
8090, 7855, 7807, 7465
8087, 7872, 7811, 7473
8103, 7890, 7814, 7482
8103, 7909, 7818, 7491
8042, 7915, 7818, 7498
8014, 7919, 7820, 7505
7987, 7926, 7823, 7512
7941, 7931, 7826, 7518
7912, 7938, 7828, 7525
7977, 7951, 7832, 7533
8028, 7967, 7836, 7540
8039, 7978, 7842, 7547
8062, 7985, 7847, 7553
8069, 7989, 7850, 7561
8025, 7991, 7853, 7567
7975, 7994, 7854, 7573
7900, 7989, 7855, 7578
7807, 7981, 7853, 7582
7709, 7971, 7851, 7585
7651, 7963, 7849, 7589
7588, 7950, 7848, 7592
7574, 7937, 7846, 7596
7611, 7933, 7846, 7600
7662, 7924, 7845, 7604
7655, 7909, 7844, 7607
7665, 7893, 7843, 7610
7663, 7875, 7842, 7613
7582, 7851, 7838, 7614
7472, 7821, 7832, 7616
7407, 7793, 7826, 7618
7293, 7760, 7817, 7619
7202, 7727, 7808, 7621
7171, 7696, 7800, 7622
7186, 7668, 7792, 7624
7196, 7652, 7784, 7627
7234, 7631, 7775, 7628
7238, 7603, 7764, 7628
7265, 7583, 7756, 7630
7273, 7562, 7746, 7633
7228, 7527, 7734, 7635
7205, 7493, 7723, 7637
7184, 7460, 7710, 7639
7149, 7431, 7699, 7641
7144, 7408, 7689, 7643
7201, 7389, 7680, 7647
7267, 7375, 7671, 7651
7363, 7371, 7663, 7655
7401, 7363, 7654, 7658
7447, 7364, 7647, 7660
7466, 7359, 7640, 7662
7462, 7354, 7635, 7664
7443, 7349, 7631, 7665
7438, 7334, 7629, 7666
7406, 7321, 7627, 7666
7360, 7309, 7623, 7666
7303, 7294, 7618, 7665
7238, 7278, 7614, 7664
7206, 7272, 7612, 7663
7199, 7275, 7610, 7663
7239, 7282, 7610, 7663
7298, 7295, 7612, 7663
7384, 7308, 7616, 7664
7465, 7320, 7620, 7664
7506, 7329, 7622, 7664
7527, 7337, 7624, 7666
7578, 7352, 7625, 7668
7613, 7371, 7627, 7669
7634, 7382, 7629, 7671
7659, 7393, 7632, 7673
7689, 7414, 7635, 7674
7686, 7432, 7636, 7674
7657, 7450, 7636, 7676
7659, 7467, 7637, 7677
7669, 7481, 7638, 7678
7659, 7490, 7638, 7678
7666, 7499, 7638, 7680
7695, 7505, 7637, 7680
7695, 7516, 7637, 7681
7727, 7528, 7638, 7682
7779, 7542, 7639, 7683
7816, 7558, 7642, 7684
7858, 7574, 7644, 7686
7907, 7594, 7645, 7686
7930, 7615, 7646, 7688
7935, 7638, 7647, 7689
7924, 7661, 7647, 7690
7901, 7685, 7647, 7691
7898, 7710, 7648, 7693
7889, 7730, 7650, 7694
7890, 7746, 7650, 7696
7903, 7762, 7650, 7699
7927, 7775, 7650, 7702
7922, 7786, 7649, 7705
7923, 7800, 7649, 7709
7912, 7811, 7647, 7711
7864, 7810, 7643, 7712
7805, 7807, 7638, 7713
7759, 7807, 7634, 7714
7712, 7809, 7630, 7714
7646, 7803, 7624, 7714
7637, 7802, 7620, 7713
7651, 7806, 7616, 7713
7674, 7809, 7612, 7713
7704, 7814, 7610, 7714
7763, 7821, 7610, 7714
7807, 7825, 7610, 7715
7835, 7829, 7608, 7716
7860, 7836, 7608, 7717
7908, 7844, 7610, 7719
7962, 7851, 7609, 7721
8023, 7859, 7610, 7723
8071, 7865, 7610, 7726
8125, 7873, 7611, 7729
8139, 7879, 7613, 7732
8153, 7888, 7616, 7734
8162, 7899, 7619, 7737
8178, 7911, 7624, 7739
8180, 7920, 7630, 7742
8181, 7928, 7637, 7744
8184, 7937, 7642, 7746
8188, 7947, 7649, 7749
8206, 7957, 7655, 7751
8212, 7968, 7660, 7753
8215, 7976, 7664, 7755
8227, 7989, 7671, 7757
8238, 8009, 7678, 7760
8233, 8029, 7684, 7763
8217, 8045, 7692, 7765
8190, 8056, 7700, 7766
8157, 8074, 7709, 7767
8148, 8094, 7720, 7769
8143, 8111, 7731, 7770
8123, 8119, 7739, 7770
8116, 8125, 7747, 7769
8118, 8133, 7755, 7769
8090, 8141, 7763, 7769
8080, 8152, 7773, 7769
8134, 8165, 7783, 7769
8193, 8172, 7793, 7769
8225, 8177, 7805, 7769
8276, 8183, 7817, 7770
8308, 8191, 7829, 7770
8326, 8199, 7842, 7770
8336, 8205, 7852, 7771
8345, 8209, 7862, 7771
8350, 8215, 7871, 7771
8383, 8225, 7880, 7771
8395, 8234, 7891, 7772
8415, 8244, 7901, 7774
8447, 8253, 7911, 7775
8463, 8261, 7921, 7778
8434, 8263, 7930, 7781
8397, 8265, 7939, 7784
8362, 8268, 7949, 7788
8314, 8267, 7958, 7791
8282, 8268, 7970, 7794
8276, 8271, 7982, 7798
8297, 8278, 7994, 7803
8305, 8288, 8004, 7807
8317, 8294, 8012, 7811
8327, 8298, 8021, 7817
8329, 8302, 8029, 7823
8331, 8313, 8037, 7829
8345, 8326, 8046, 7834
8394, 8340, 8056, 7840
8450, 8358, 8065, 7845
8516, 8374, 8074, 7851
8579, 8387, 8084, 7857
8642, 8401, 8095, 7863
8672, 8415, 8105, 7870
8706, 8430, 8116, 7876
8729, 8444, 8128, 7882
8737, 8456, 8138, 7887
8741, 8468, 8149, 7893
8746, 8482, 8159, 7899
8743, 8495, 8170, 7904
8756, 8507, 8181, 7909
8761, 8517, 8192, 7914
8783, 8530, 8201, 7919
8808, 8542, 8211, 7925
8833, 8557, 8221, 7931
8847, 8575, 8230, 7937
8871, 8596, 8240, 7942
8878, 8616, 8249, 7947
8882, 8636, 8258, 7952
8884, 8657, 8269, 7958
8905, 8680, 8280, 7964
8932, 8702, 8292, 7970
8952, 8723, 8302, 7976
8946, 8741, 8311, 7981
8938, 8759, 8320, 7985
8891, 8774, 8329, 7989
8844, 8787, 8338, 7993
8837, 8805, 8348, 7998
8863, 8819, 8358, 8003
8883, 8831, 8371, 8007
8926, 8842, 8385, 8011
8954, 8850, 8397, 8015
8960, 8858, 8410, 8020
8983, 8871, 8425, 8025
8991, 8878, 8439, 8030
8978, 8884, 8451, 8034
8983, 8891, 8463, 8037
8982, 8899, 8474, 8042
8976, 8909, 8486, 8048
8995, 8920, 8498, 8054
9041, 8931, 8511, 8060
9072, 8943, 8523, 8066
9082, 8948, 8532, 8071
9036, 8947, 8539, 8074
8928, 8936, 8544, 8077
8828, 8928, 8549, 8080
8748, 8922, 8555, 8083
8688, 8917, 8560, 8087
8649, 8909, 8564, 8090
8698, 8905, 8570, 8095
8732, 8899, 8577, 8100
8716, 8886, 8581, 8106
8676, 8871, 8585, 8111
8657, 8861, 8588, 8115
8618, 8852, 8592, 8120
8595, 8850, 8596, 8126
8592, 8844, 8600, 8130
8637, 8837, 8606, 8135
8682, 8830, 8611, 8141
8704, 8822, 8615, 8146
8714, 8815, 8620, 8152
8745, 8809, 8627, 8159
8720, 8797, 8632, 8166
8680, 8780, 8637, 8173
8636, 8763, 8640, 8180
8539, 8741, 8640, 8186
8449, 8720, 8643, 8191
8376, 8696, 8645, 8196
8327, 8672, 8647, 8201
8305, 8648, 8650, 8207
8337, 8624, 8653, 8213
8365, 8602, 8655, 8219
8419, 8586, 8657, 8225
8471, 8578, 8660, 8232
8497, 8576, 8661, 8239
8529, 8574, 8664, 8247
8558, 8571, 8666, 8254
8581, 8568, 8669, 8261
8602, 8570, 8673, 8267
8666, 8571, 8677, 8274
8730, 8574, 8682, 8281
8785, 8582, 8686, 8288
8829, 8593, 8690, 8295
8833, 8599, 8692, 8301
8826, 8606, 8695, 8308
8807, 8609, 8700, 8315
8774, 8613, 8705, 8322
8744, 8611, 8709, 8329
8729, 8607, 8713, 8336
8726, 8609, 8718, 8344
8765, 8618, 8725, 8353
8822, 8626, 8731, 8362
8875, 8637, 8737, 8371
8944, 8651, 8744, 8378
8998, 8670, 8751, 8386
9001, 8695, 8758, 8394
9008, 8719, 8765, 8401
8998, 8741, 8770, 8408
8992, 8762, 8774, 8415
8990, 8784, 8778, 8421
8991, 8804, 8782, 8428
8998, 8824, 8786, 8435
9022, 8842, 8789, 8442
9039, 8856, 8792, 8448
9035, 8873, 8795, 8455
9038, 8889, 8797, 8463
9010, 8900, 8799, 8469
8984, 8909, 8801, 8475
8966, 8917, 8803, 8481
8928, 8917, 8804, 8487
8885, 8914, 8804, 8492
8848, 8910, 8804, 8498
8818, 8907, 8803, 8502
8767, 8906, 8801, 8506
8756, 8905, 8800, 8510
8749, 8905, 8799, 8515
8765, 8909, 8798, 8519
8817, 8919, 8800, 8524
8900, 8934, 8802, 8530
8948, 8942, 8803, 8536
9006, 8945, 8804, 8542
9061, 8948, 8805, 8548
9063, 8950, 8805, 8554
9050, 8952, 8807, 8559
9011, 8945, 8807, 8564
8946, 8936, 8807, 8568
8896, 8930, 8807, 8572
8857, 8927, 8806, 8577
8750, 8912, 8802, 8580
8676, 8892, 8796, 8584
8608, 8872, 8791, 8588
8531, 8852, 8786, 8592
8452, 8832, 8781, 8595
8432, 8811, 8774, 8600
8422, 8790, 8768, 8603
8409, 8767, 8762, 8607
8378, 8746, 8756, 8609
8384, 8732, 8751, 8612
8406, 8717, 8746, 8616
8437, 8708, 8740, 8619
8490, 8701, 8735, 8623
8554, 8697, 8730, 8627
8598, 8695, 8727, 8630
8635, 8695, 8725, 8632
8650, 8691, 8726, 8635
8649, 8684, 8726, 8638
8607, 8671, 8723, 8639
8561, 8652, 8720, 8640
8520, 8632, 8719, 8642
8505, 8617, 8717, 8643
8482, 8597, 8713, 8645
8505, 8579, 8713, 8647
8552, 8567, 8714, 8650
8586, 8555, 8715, 8652
8612, 8550, 8716, 8654
8636, 8546, 8715, 8656
8677, 8542, 8717, 8659
8690, 8539, 8717, 8661
8705, 8547, 8717, 8664
8689, 8552, 8716, 8665
8704, 8562, 8715, 8668
8671, 8565, 8713, 8670
8607, 8565, 8711, 8672
8520, 8562, 8709, 8673
8350, 8540, 8701, 8670
8125, 8514, 8694, 8667
7917, 8489, 8686, 8665
7762, 8462, 8681, 8663
7643, 8435, 8674, 8661
7607, 8402, 8666, 8658
7660, 8376, 8660, 8657
7708, 8347, 8654, 8654
7726, 8316, 8646, 8651
7686, 8277, 8635, 8647
7607, 8228, 8622, 8642
7494, 8184, 8609, 8636
7441, 8153, 8598, 8632
7375, 8119, 8586, 8627
7349, 8081, 8572, 8622
7399, 8044, 8559, 8618
7454, 8012, 8545, 8613
7472, 7981, 8532, 8609
7529, 7948, 8521, 8605
7596, 7916, 8511, 8601
7649, 7884, 8500, 8597
7640, 7846, 8486, 8593
7587, 7799, 8473, 8589
7553, 7758, 8461, 8585
7523, 7719, 8450, 8581
7501, 7686, 8438, 8578
7479, 7642, 8422, 8573
7450, 7596, 8404, 8567
7424, 7561, 8388, 8563
7437, 7539, 8375, 8559
7413, 7529, 8359, 8555
7435, 7527, 8344, 8551
7504, 7527, 8329, 8547
7478, 7514, 8312, 8541
7365, 7493, 8294, 8534
7246, 7469, 8272, 8525
7176, 7446, 8253, 8518
7089, 7424, 8234, 8510
7070, 7405, 8215, 8502
7096, 7394, 8196, 8494
7122, 7388, 8176, 8485
7114, 7383, 8157, 8477
7092, 7366, 8138, 8468
7080, 7356, 8120, 8460
7082, 7350, 8102, 8453
7160, 7348, 8088, 8446
7219, 7344, 8074, 8439
7299, 7337, 8060, 8432
7350, 7326, 8046, 8425
7403, 7318, 8034, 8418
7389, 7305, 8020, 8410
7377, 7300, 8005, 8402
7342, 7296, 7989, 8394
7318, 7287, 7971, 8386
7326, 7285, 7955, 8379
7353, 7280, 7940, 8371
7396, 7286, 7925, 8364
7471, 7299, 7910, 8357
7545, 7307, 7895, 8350
7559, 7305, 7881, 8344
7592, 7310, 7869, 8338
7605, 7314, 7858, 8332
7576, 7311, 7844, 8325
7576, 7323, 7831, 8319
7591, 7343, 7823, 8312
7581, 7366, 7814, 8305
7582, 7382, 7806, 8299
7557, 7389, 7795, 8290
7502, 7395, 7784, 8282
7483, 7407, 7775, 8275
7466, 7423, 7766, 8267
7422, 7433, 7757, 8260
7439, 7447, 7748, 8252
7419, 7452, 7736, 8243
7320, 7447, 7721, 8233
7225, 7434, 7706, 8223
7109, 7415, 7688, 8211
6995, 7397, 7670, 8200
6896, 7376, 7651, 8189
6870, 7358, 7633, 8179
6860, 7346, 7616, 8171
6877, 7332, 7599, 8163
6953, 7332, 7587, 8155
7032, 7328, 7574, 8147
7075, 7316, 7561, 8140
7077, 7300, 7545, 8131
7107, 7284, 7531, 8122
7057, 7263, 7515, 8114
7003, 7238, 7497, 8105
6965, 7217, 7480, 8098
6947, 7193, 7462, 8089
6920, 7170, 7445, 8080
6878, 7146, 7425, 8071
6857, 7118, 7405, 8061
6795, 7085, 7384, 8050
6750, 7054, 7365, 8040
6757, 7032, 7347, 8031
6797, 7020, 7331, 8022
6864, 7012, 7318, 8015
6957, 6997, 7306, 8007
7040, 6983, 7299, 8000
7060, 6972, 7294, 7994
7084, 6961, 7290, 7988
7071, 6954, 7283, 7982
7040, 6950, 7276, 7975
7032, 6951, 7270, 7968
7036, 6960, 7263, 7962
7046, 6969, 7256, 7955
7055, 6980, 7250, 7948
7076, 6985, 7245, 7940
7100, 6991, 7245, 7933
7122, 7000, 7244, 7926
7135, 7000, 7241, 7919
7151, 7000, 7238, 7912
7158, 6999, 7236, 7904
7169, 7007, 7234, 7896
7175, 7012, 7230, 7888
7216, 7026, 7228, 7880
7276, 7045, 7226, 7873
7362, 7065, 7224, 7867
7445, 7090, 7223, 7862
7532, 7114, 7225, 7856
7601, 7146, 7229, 7851
7645, 7177, 7230, 7846
7685, 7213, 7232, 7841
7734, 7254, 7235, 7837
7791, 7286, 7241, 7831
7817, 7316, 7247, 7826
7861, 7343, 7252, 7820
7892, 7369, 7255, 7815
7915, 7399, 7260, 7810
7911, 7428, 7264, 7804
7925, 7456, 7268, 7799
7934, 7487, 7275, 7794
7949, 7520, 7284, 7789
7949, 7552, 7295, 7784
7960, 7582, 7304, 7778
7962, 7609, 7312, 7773
7993, 7643, 7321, 7768
8032, 7680, 7331, 7764
8061, 7712, 7342, 7759
8093, 7744, 7352, 7755
8112, 7772, 7363, 7750
8079, 7798, 7371, 7745
8030, 7825, 7378, 7740
7995, 7850, 7384, 7736
7972, 7876, 7390, 7732
7948, 7894, 7395, 7728
7966, 7913, 7402, 7724
8015, 7934, 7409, 7721
8047, 7950, 7417, 7718
8058, 7964, 7424, 7715
8085, 7975, 7433, 7711
8075, 7985, 7440, 7706
8043, 7993, 7445, 7700
8033, 8000, 7451, 7695
8036, 8005, 7456, 7690
8017, 8008, 7460, 7685
8022, 8011, 7464, 7680
8032, 8017, 7468, 7675
7984, 8011, 7470, 7670
7945, 8011, 7473, 7665
7926, 8008, 7477, 7660
7880, 8002, 7479, 7655
7798, 7991, 7479, 7651
7764, 7980, 7480, 7647
7702, 7968, 7479, 7643
7651, 7957, 7482, 7638
7623, 7941, 7485, 7634
7627, 7924, 7486, 7631
7643, 7911, 7488, 7627
7670, 7897, 7492, 7624
7667, 7882, 7493, 7621
7663, 7871, 7497, 7616
7658, 7862, 7503, 7612
7610, 7847, 7508, 7607
7564, 7829, 7514, 7601
7543, 7815, 7521, 7595
7527, 7798, 7529, 7590
7502, 7777, 7534, 7584
7489, 7754, 7539, 7578
7486, 7734, 7545, 7572
7524, 7721, 7549, 7568
7547, 7710, 7554, 7564
7581, 7700, 7560, 7560
7592, 7680, 7565, 7555
7604, 7662, 7570, 7550
7560, 7645, 7575, 7545
7525, 7627, 7581, 7539
7466, 7605, 7585, 7532
7440, 7589, 7590, 7526
7412, 7573, 7594, 7519
7371, 7553, 7599, 7512
7338, 7537, 7605, 7505
7291, 7521, 7610, 7497
7255, 7505, 7615, 7490
7225, 7493, 7618, 7482
7201, 7478, 7619, 7475
7164, 7461, 7620, 7469
7149, 7441, 7619, 7463
7135, 7420, 7619, 7459
7146, 7406, 7622, 7458
7165, 7394, 7623, 7456
7182, 7381, 7625, 7454
7191, 7363, 7627, 7451
7141, 7342, 7625, 7448
7077, 7325, 7624, 7443
7033, 7309, 7623, 7440
6999, 7293, 7622, 7436
6970, 7275, 7621, 7433
7015, 7263, 7621, 7433
7024, 7248, 7619, 7432
7032, 7227, 7618, 7429
7036, 7207, 7617, 7428
7077, 7191, 7617, 7427
7111, 7183, 7618, 7426
7161, 7174, 7618, 7424
7213, 7169, 7618, 7423
7223, 7157, 7614, 7420
7199, 7146, 7609, 7417
7136, 7132, 7602, 7413
7070, 7117, 7595, 7410
7005, 7108, 7588, 7408
6982, 7098, 7581, 7406
6997, 7097, 7575, 7403
7034, 7095, 7567, 7401
7092, 7095, 7560, 7400
7153, 7100, 7555, 7401
7213, 7106, 7548, 7400
7244, 7113, 7542, 7399
7265, 7117, 7535, 7397
7255, 7113, 7527, 7396
7234, 7112, 7520, 7394
7190, 7107, 7511, 7393
7149, 7106, 7502, 7393
7113, 7112, 7493, 7394
7099, 7117, 7484, 7394
7074, 7118, 7476, 7394
7064, 7118, 7465, 7393
7052, 7120, 7453, 7392
7016, 7112, 7441, 7391
6968, 7107, 7428, 7390
6925, 7101, 7416, 7390
6895, 7094, 7406, 7388
6899, 7090, 7397, 7388
6940, 7084, 7388, 7386
6996, 7080, 7379, 7385
7066, 7076, 7372, 7384
7119, 7077, 7363, 7383
7161, 7084, 7354, 7382
7192, 7093, 7345, 7381
7221, 7105, 7338, 7381
7270, 7120, 7331, 7382
7331, 7135, 7326, 7383
7374, 7147, 7321, 7383
7427, 7159, 7315, 7383
7461, 7167, 7309, 7383
7471, 7173, 7304, 7382
7477, 7179, 7299, 7381
7474, 7185, 7293, 7381
7478, 7194, 7290, 7380
7482, 7205, 7286, 7379
7486, 7215, 7282, 7380
7490, 7229, 7279, 7379
7492, 7242, 7278, 7378
7469, 7253, 7275, 7377
7451, 7263, 7273, 7376
7422, 7273, 7271, 7376
7401, 7285, 7268, 7377
7399, 7300, 7266, 7376
7409, 7319, 7263, 7376
7396, 7335, 7259, 7376
7389, 7351, 7257, 7375
7397, 7369, 7255, 7376
7399, 7383, 7253, 7378
7402, 7396, 7253, 7380
7451, 7410, 7254, 7384
7500, 7423, 7255, 7388
7564, 7443, 7257, 7393
7624, 7460, 7259, 7397
7680, 7477, 7262, 7401
7717, 7493, 7265, 7405
7751, 7503, 7266, 7408
7756, 7514, 7267, 7411
7760, 7525, 7268, 7414
7761, 7533, 7271, 7418
7749, 7541, 7273, 7421
7744, 7549, 7275, 7425
7736, 7557, 7278, 7429
7718, 7565, 7281, 7433
7713, 7572, 7284, 7437
7713, 7579, 7288, 7441
7709, 7586, 7292, 7446
7705, 7593, 7296, 7450
7693, 7599, 7301, 7455
7666, 7605, 7305, 7460
7614, 7607, 7307, 7462
7555, 7608, 7310, 7465
7500, 7609, 7313, 7466
7467, 7610, 7317, 7468
7439, 7610, 7320, 7470
7441, 7614, 7322, 7472
7435, 7616, 7323, 7473
7420, 7613, 7325, 7475
7388, 7608, 7327, 7477
7356, 7603, 7331, 7478
7317, 7592, 7334, 7479
7259, 7575, 7335, 7479
7214, 7555, 7335, 7479
7187, 7535, 7337, 7479
7154, 7515, 7338, 7479
7137, 7495, 7339, 7479
7159, 7477, 7341, 7479
7170, 7457, 7342, 7479
7190, 7440, 7343, 7480
7213, 7424, 7343, 7480
7219, 7407, 7342, 7480
7236, 7392, 7342, 7480
7248, 7376, 7343, 7479
7215, 7356, 7344, 7477
7190, 7336, 7346, 7474
7174, 7317, 7348, 7471
7138, 7297, 7349, 7468
7115, 7278, 7350, 7465
7127, 7262, 7350, 7463
7119, 7245, 7350, 7459
7112, 7233, 7349, 7454
7155, 7230, 7349, 7452
7208, 7229, 7350, 7449
7261, 7228, 7351, 7447
7330, 7227, 7353, 7444
7417, 7229, 7357, 7442
7471, 7236, 7361, 7440
7513, 7245, 7366, 7439
7547, 7255, 7371, 7437
7592, 7266, 7377, 7435
7615, 7279, 7383, 7433
7629, 7298, 7389, 7432
7634, 7315, 7394, 7430
7642, 7331, 7401, 7427
7651, 7349, 7409, 7425
7678, 7369, 7418, 7423
7686, 7386, 7427, 7421
7692, 7402, 7434, 7420
7696, 7415, 7441, 7419
7688, 7428, 7446, 7417
7645, 7440, 7450, 7415
7603, 7447, 7453, 7413
7578, 7457, 7457, 7410
7550, 7471, 7460, 7407
7553, 7489, 7464, 7405
7568, 7506, 7468, 7403
7596, 7523, 7470, 7401
7626, 7542, 7472, 7399
7676, 7562, 7475, 7398
7706, 7587, 7478, 7397
7734, 7610, 7481, 7395
7757, 7624, 7484, 7394
7763, 7634, 7486, 7393
7756, 7645, 7489, 7391
7759, 7658, 7492, 7391
